,ID,Time Spent,Total Questions,Total Helps,Average Time Spent,Percentile Total Time Rank,Percentile Average Time Rank
0,2333000033,599.843,8,0,74.980375,0.9732142857142857,0.7215909090909091
1,2333000882,538.254,9,0,59.806,0.08685064935064934,0.25243506493506496
2,2333000955,599.923,10,0,59.9923,0.9910714285714286,0.26785714285714285
3,2333001552,597.93,9,0,66.436667,0.7426948051948052,0.4107142857142857
4,2333001935,566.553,9,0,62.950333,0.1875,0.2905844155844156
5,2333001986,594.89,6,0,99.148333,0.596185064935065,0.9074675324675324
6,2333002087,588.957,11,0,53.541545,0.4439935064935065,0.14366883116883117
7,2333002141,588.393,6,0,98.0655,0.4342532467532468,0.8952922077922078
8,2333002494,574.653,5,0,114.9306,0.26136363636363635,0.9545454545454546
9,2333002672,598.89,8,0,74.86125,0.8258928571428571,0.6489448051948052
10,2333002923,599.36,8,0,74.92,0.8863636363636364,0.6793831168831169
11,2333003024,593.554,9,0,65.950444,0.5584415584415584,0.37094155844155846
12,2333003181,593.646,8,0,74.20575,0.560064935064935,0.5438311688311688
13,2333003245,599.693,10,0,59.9693,0.939935064935065,0.2621753246753247
14,2333003695,560.024,6,1,93.337333,0.15503246753246752,0.851461038961039
15,2333003776,119.286,3,0,39.762,0.002435064935064935,0.018668831168831168
16,2333003971,589.38,11,0,53.58,0.4537337662337662,0.1444805194805195
17,2333004276,577.054,7,0,82.436286,0.28084415584415584,0.765422077922078
18,2333004381,583.953,8,0,72.994125,0.36607142857142855,0.48538961038961037
19,2333004578,596.467,5,0,119.2934,0.6566558441558441,0.9715909090909091
20,2333004721,590.02,13,0,45.386154,0.4695616883116883,0.04220779220779221
21,2333005566,596.344,8,0,74.543,0.6525974025974026,0.575487012987013
22,2333005825,599.067,8,0,74.883375,0.8457792207792207,0.6590909090909091
23,2333006503,599.267,8,0,74.908375,0.8717532467532467,0.6704545454545454
24,2333008034,594.863,9,0,66.095889,0.5949675324675324,0.38311688311688313
25,2333008239,583.913,11,0,53.083,0.36444805194805197,0.1331168831168831
26,2333008468,595.553,9,0,66.172556,0.6233766233766234,0.39285714285714285
27,2333008484,599.836,13,0,46.141231,0.9699675324675324,0.06574675324675325
28,2333008492,595.38,8,0,74.4225,0.6176948051948052,0.564935064935065
29,2333008565,588.946,9,0,65.438444,0.4431818181818182,0.349025974025974
30,2333008646,598.65,9,0,66.516667,0.7982954545454546,0.41964285714285715
31,2333008719,599.557,8,0,74.944625,0.9143668831168831,0.689935064935065
32,2333008816,598.54,9,0,66.504444,0.7844967532467533,0.4163961038961039
33,2333008905,578.977,7,0,82.711,0.30844155844155846,0.7694805194805194
34,2333009154,597.476,10,0,59.7476,0.7118506493506493,0.24594155844155843
35,2333009821,598.287,8,0,74.785875,0.765422077922078,0.6233766233766234
36,2333010772,571.904,9,0,63.544889,0.23295454545454544,0.30357142857142855
37,2333011710,598.983,8,0,74.872875,0.8336038961038961,0.6550324675324676
38,2333012457,513.434,6,0,85.572333,0.052759740259740256,0.810064935064935
39,2333013585,569.204,6,0,94.867333,0.20292207792207792,0.864448051948052
40,2333013909,574.244,7,0,82.034857,0.2556818181818182,0.7621753246753247
41,2333014344,598.85,10,0,59.885,0.8198051948051948,0.2556818181818182
42,2333014689,598.77,9,0,66.53,0.8108766233766234,0.4212662337662338
43,2333014948,481.98,5,0,96.396,0.02922077922077922,0.8782467532467533
44,2333015006,585.07,10,1,58.507,0.3786525974025974,0.2069805194805195
45,2333015707,419.823,5,0,83.9646,0.013798701298701298,0.7792207792207793
46,2333015880,590.924,9,0,65.658222,0.4862012987012987,0.35957792207792205
47,2333016134,589.173,10,0,58.9173,0.44886363636363635,0.2159090909090909
48,2333016541,473.76,6,0,78.96,0.026785714285714284,0.7426948051948052
49,2333016797,598.083,9,0,66.453667,0.7540584415584416,0.41233766233766234
50,2333017157,591.764,9,0,65.751556,0.5121753246753247,0.3628246753246753
51,2333017327,598.7,8,0,74.8375,0.8035714285714286,0.637987012987013
52,2333017424,599.787,8,0,74.973375,0.9586038961038961,0.713474025974026
53,2333017483,577.477,7,0,82.496714,0.2905844155844156,0.7662337662337663
54,2333017831,598.93,8,0,74.86625,0.8295454545454546,0.6517857142857143
55,2333018331,525.47,10,0,52.547,0.06737012987012987,0.12581168831168832
56,2333018676,498.927,8,0,62.365875,0.036525974025974024,0.2840909090909091
57,2333019036,466.78,9,0,51.864444,0.025974025974025976,0.1185064935064935
58,2333019711,593.396,11,0,53.945091,0.5560064935064936,0.15178571428571427
59,2333019788,596.516,8,0,74.5645,0.6599025974025974,0.5795454545454546
60,2333020280,583.613,8,0,72.951625,0.3547077922077922,0.48457792207792205
61,2333020476,537.867,10,0,53.7867,0.08522727272727272,0.14935064935064934
62,2333020905,598.77,8,0,74.84625,0.8108766233766234,0.6424512987012987
63,2333021014,456.167,5,0,91.2334,0.021103896103896104,0.8344155844155844
64,2333021235,596.26,8,0,74.5325,0.6469155844155844,0.573051948051948
65,2333021260,573.75,8,0,71.71875,0.24918831168831168,0.461038961038961
66,2333021316,595.23,8,0,74.40375,0.609577922077922,0.5616883116883117
67,2333021413,598.74,8,0,74.8425,0.807224025974026,0.6400162337662337
68,2333021766,584.794,17,0,34.399647,0.3741883116883117,0.012987012987012988
69,2333021928,588.473,8,0,73.559125,0.43506493506493504,0.5032467532467533
70,2333022088,599.57,8,0,74.94625,0.9176136363636364,0.6915584415584416
71,2333022100,577.247,11,0,52.477,0.286525974025974,0.1241883116883117
72,2333023378,598.36,8,0,74.795,0.7727272727272727,0.6282467532467533
73,2333023548,578.533,6,0,96.422167,0.30438311688311687,0.8790584415584416
74,2333023769,596.134,11,0,54.194,0.640422077922078,0.15584415584415584
75,2333023955,594.844,9,0,66.093778,0.5941558441558441,0.3823051948051948
76,2333024218,594.017,8,0,74.252125,0.5746753246753247,0.5503246753246753
77,2333024498,598.204,6,0,99.700667,0.7589285714285714,0.9155844155844156
78,2333024901,598.913,6,1,99.818833,0.828327922077922,0.9228896103896104
79,2333024994,577.11,9,0,64.123333,0.2832792207792208,0.3157467532467532
80,2333025761,599.337,8,0,74.917125,0.8831168831168831,0.6777597402597403
81,2333026181,596.336,12,0,49.694667,0.6501623376623377,0.09821428571428571
82,2333026440,592.89,6,0,98.815,0.5422077922077922,0.9034090909090909
83,2333026512,577.803,14,0,41.271643,0.29788961038961037,0.022727272727272728
84,2333026695,589.497,10,0,58.9497,0.4577922077922078,0.21996753246753248
85,2333027047,592.36,9,0,65.817778,0.5275974025974026,0.36444805194805197
86,2333027632,597.866,14,0,42.704714,0.7362012987012987,0.030844155844155844
87,2333028558,579.427,7,0,82.775286,0.31412337662337664,0.7702922077922078
88,2333028655,560.287,8,0,70.035875,0.15584415584415584,0.4472402597402597
89,2333028752,554.706,9,0,61.634,0.13230519480519481,0.2784090909090909
90,2333028841,574.803,7,0,82.114714,0.2637987012987013,0.762987012987013
91,2333028931,582.15,4,0,145.5375,0.3425324675324675,0.9967532467532467
92,2333029261,501.356,5,0,100.2712,0.03896103896103896,0.9366883116883117
93,2333029341,571.883,6,0,95.313833,0.23214285714285715,0.8685064935064936
94,2333029350,580.78,7,0,82.968571,0.32792207792207795,0.7719155844155844
95,2333029759,513.3,6,0,85.55,0.05113636363636364,0.8068181818181818
96,2333029953,599.12,5,0,119.824,0.8538961038961039,0.9829545454545454
97,2333031389,589.613,5,0,117.9226,0.4594155844155844,0.9618506493506493
